filepath,grade,title,url
card_grader/image_process/cropped/1_4_Vintage_Pokemon_PSA_Graded_Cards_Inc_Holo_1st_Ed_Wizards_Of_The_Coast.jpg,1,"4 Vintage Pokemon PSA Graded Cards Inc. Holo, 1st Ed, Wizards Of The Coast",https://www.ebay.com/itm/396453009335?_skw=psa+1+pokemon+card&hash=item5c4e70d7b7:g:Qk8AAeSwd9dn-nZj&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eUO8dG3zpVsXyyBtFUPw1dJx2Fe7wD92b8Hdd64HHNWzbMTe8Ze%2F%2BeGfner3nDrUwdNNzdJMg933GeB1bznJpVCFuIuXhIRiQYp90mdl%2BsLRuV2Ey0gjSf3kgPFBpjDrT3OUXoTtOI08fnO1ZqQnz8UsNIL5GXntLqMEh8ZAkXX0I9kFiCBPYo%2FTywqb4VjJjD%2Fgerl41XPq8lRSR9lNyHWZxZ8un6t%2B--yLQ3JhmHZq%2BwN33L%2BzZlxHg6CcWULz3NnVjyKoqCuWaxpLH8MtSuwdAR5kTPOMduCO7BOtmyOw%3D%3D%7Ctkp%3ABFBMqv-C2-Nl
card_grader/image_process/cropped/1_PSA_1_Set_Of_Pokemon_Fossil_Legendary_Birds_Articuno__Moltres_Zapdos.jpg,1,PSA 1 Set Of Pokemon Fossil Legendary Birds Articuno  Moltres Zapdos,https://www.ebay.com/itm/286601127360?_skw=psa+1+pokemon+card&hash=item42bac225c0:g:z2EAAOSwR9loNcpS&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1f5KgOgGZDiz%2Bcgm05CECssmjGXsuGf%2FUHJIChdnbRlDrP9wFvkZr5752c9xRRnuvHBdq%2Foqau%2BdnqYZhwhZ%2F40fpuA4Ky5gTJApyD5Og2C3u1slduTW%2BSC2VrqUxfw7OUf9B1eNc91PWASbGCluR0TvaxbQGYz6Ufu5el50txa%2BwULQpHab114dg9k4%2F2QykZa1GRONfHMB2w4TxZ3tKdFAKXB2iEtG0FPpht4ZR1a2mHuTV4uldeO9Bp0T23wxNfLuXpVgwZWcyMf8Oc99LMf4xXY%2FHbr4rzxNHLsYiMhSQ%3D%3D%7Ctkp%3ABFBMqv-C2-Nl
card_grader/image_process/cropped/1_1998_Pokémon_Japanese_Gym_Brocks_Rhydon_Holo_PSA_9_MINT.jpg,1,1998 Pokémon Japanese Gym Brock's Rhydon Holo PSA 9 MINT !!!,https://www.ebay.com/itm/326588262550?_skw=psa+1+pokemon+card&epid=25074349835&hash=item4c0a2d6896:g:MdYAAOSwm1ZoKl~A&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ecZwRk8PLIGe7P6%2FwyU%2BVm1fi7cYQpI54oEZEfoFA3ximEyqC8uyU1z3%2FQDA1QHTgzFNHYYIdCsnV52QacV6BMLHw6BpH2dlRZBjpqE2eT3N2jQ6Ff22ikxahHhNGagowjGcQdVI%2B%2B1bOpMl0pzAx%2B%2F8cv818U5e09iLYPHODslxyJo9e4R6Je4mb1dmg8F6w96jvMb1N2gc%2BggvOSbInz0lJ0GGaFNrTdmbxbkNoJ0UzhMTGpQ1drvoRKdzcxcH5EwFr5DpojT6UaMvRwudIUHq%2BMxvSsoMDPdLEbx2YQIA%3D%3D%7Ctkp%3ABFBMqv-C2-Nl
card_grader/image_process/cropped/1_2000_Pokemon_Gym_Challenge_1_Blaines_Arcanine_Holo_PSA_25_POP_1_RARE_GRADE.jpg,1,2000 Pokemon Gym Challenge #1 Blaine's Arcanine Holo PSA 2.5 POP 1 RARE GRADE!,https://www.ebay.com/itm/177134874008?_skw=psa+1+pokemon+card&hash=item293e0fad98:g:4PMAAeSweJ9oN8xO&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eipUigTudej7U4NNr1F1BJKLpZg4l%2FLv%2BDvjbXADCB8HNnx2ffJMQ7HBTGwRwFjbjxQ3Q6LgC3%2F2rDlO61VrwWZJMaxAcEk%2BRafYrLkGq07kw6EmwZM22ZcBbT0XoX3dhnTMwtZ78cu8zaXN9FL9aLGqQYv05pabZwfC85Q7k2fq8gXPJ5%2BpWjBf5Zk7dZeDcU0evlI2K6L1ZJ3RepBbiU9BiAorFR%2F140hk9qwZqgkzOJR662UCtM4zR2nHBUhucJuGlzxwxUNS66A3jIf95qOTOqktnei4mryI8Xfmrzmg%3D%3D%7Ctkp%3ABk9SR6r_gtvjZQ
card_grader/image_process/cropped/1_Dark_Charizard_PSA_1_PR_2000_1st_Edition_Team_Rocket_21_Pokemon_Card.jpg,1,Dark Charizard PSA 1 PR 2000 1st Edition Team Rocket #21 Pokemon Card,https://www.ebay.com/itm/116624048666?_skw=psa+1+pokemon+card&hash=item1b2755c21a:g:NwoAAeSwMHhoOIzs&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fWTJ4H%2F03Pl691eCcdOa8SCmCbVSvXVw6I0zJQcgFLTk3Ms0qNBzNvKtTjz%2BKjyvFV44tAOP6qa1OLGgA6V6sL9jzbbkAXYyVGhJwTfG7Sw2Oq5%2BMXWJ7u7uhd3%2Fn9AwsUr20UDF199TzZ7Zdkbr5FWv1a9yvglVFS6vcB7mQhN4bZqYGR2QKf3%2Fgn1%2Bs1fUboAniQM0KV%2F9R0eyArpfmh1vJAqXHnQqKmh%2FUhZgm8Ly4Sq7dt3NkgIOKtdC3e8Iaan3NYSJtoA8szqjohyoN0i%2BcbdnXyYeO0nEfsPqJ%2FvA%3D%3D%7Ctkp%3ABk9SR6r_gtvjZQ
card_grader/image_process/cropped/1_Erikas_Paras_PSA_9_2000_1st_Edition_Gym_Challenge_71_Pokemon_Card.jpg,1,Erika's Paras PSA 9 2000 1st Edition Gym Challenge #71 Pokemon Card,https://www.ebay.com/itm/116624048580?_skw=psa+1+pokemon+card&hash=item1b2755c1c4:g:IOUAAeSwYFdoOI0m&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fe8JfGf8i8b1Tlqr4PicW%2FMmX%2BJjGL69zO8wvj4F%2BpjTlJXwAMElCoB5ULR29rlvaGRRh1lOZYkAUhnqUAbNX4z%2BOYPnhbT7HR9mEFdk%2FJBgoYNd24TH7pqnaLlMM8myCffRN2GTpZx25%2BSK2OwKXwcyYDfpx%2FAkQyRK%2BJXYJnsUhb95zEq%2BhndAsQ%2Fog8J3i%2BENuzD56qKqUZ4HdPKy9dhPMfeP6eMt3saJDoNPDsKTF5ikGEZyX55pTmTb7RDbD%2BGjGPV7FVnZRKxHvUA56tIImgEGssVCMbAtSfgQeChA%3D%3D%7Ctkp%3ABk9SR6r_gtvjZQ
card_grader/image_process/cropped/1_POKEMON_TCG_1_PSA_9_MINT_GRADED_CARD_SLAB.jpg,1,POKEMON TCG! 1 PSA 9 MINT GRADED CARD SLAB,https://www.ebay.com/itm/276154381671?_skw=psa+1+pokemon+card&hash=item404c157567:g:~w8AAOSwLWJlSqWo&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cgzsa%2BEOqrIZmg%2Fyc77IhTXeFcWyyAGQZRkz8bXitT6YR%2BHjBTNtbily39gikU%2BwRIgsy6XRg6HaMV%2FElL4fgQmFLXgtgbH9tYx3MJuuxSSqWc09BE6bUF3%2Fz8R34IU%2BvvAJSHaZsBkjzPYGZ5nvpP6YBC4X9uiZSqlKGpfGfJq8lObUEC5M7KjS%2FikGa4YCe%2Ft4i%2BYEq3txn1jAPDQjPs8%2B1jISUkEjmL8HTGZToBGF2eNifjxbD2h5Wun3rNwj8%3D%7Ctkp%3ABk9SR6r_gtvjZQ
card_grader/image_process/cropped/1_1999_POKEMON_GERMAN_CHANEIRA_CHANSEY_HOLO_BASE_SET_1ST_ED_3102_PSA_7.jpg,1,1999 POKEMON GERMAN CHANEIRA (CHANSEY) HOLO BASE SET 1ST ED 3/102 PSA 7,https://www.ebay.com/itm/236125306755?_skw=psa+1+pokemon+card&hash=item36fa2a3f83:g:D7gAAOSwrEFoNx0u&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dgvO%2BUu9d1np45nJCh1UgyRYKjLs5ZwYA6UCez58O9VxMgaCK955agayDsxIJ1c3T9l197Wc51SOlFZ8IIPeeiZeBE9rkVZbyeU2APsb4MIowJ10HFfoR2%2BDpFXe9hsIe4tam6npeaCfHpMCen2TYdZI%2FF0qEKWtvtfjVQHtI1k1YQQdD7VupTE3OWB%2FceTkpChd8entmCfHpxX3WxrnH8oH2JKmPg2X5vQC3CP64bs8kj82nI59ZzQDv33fIbzp9WE209rIzDfrjk5RS7FFormW4YrjnRw1vVI9lcKGSTTw%3D%3D%7Ctkp%3ABFBM7P-C2-Nl
card_grader/image_process/cropped/1_CGC_8_Hitmonlee_1999_Fossil_1st_Edition_762_Holo_Pokemon_Card_psa.jpg,1,CGC 8 Hitmonlee 1999 Fossil 1st Edition 7/62 Holo Pokemon Card psa,https://www.ebay.com/itm/326586227578?_skw=psa+1+pokemon+card&epid=18043373267&hash=item4c0a0e5b7a:g:uDQAAeSwvNdoKNXq&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1deEj1UM%2F%2BosTrTk4kL3xngz4DaphGm%2B9Euv849apEclLgqZo9vbkNwNNfDFXr0lmmmIE2i7L82rYJrlJMf3P4eEb6iquY%2BAPX5m2uqV1kFaYmzZr0lY4FxUy2AT4t22QLhFm25QyMx1FgTEnWCrKvZGTKp4uxslMJGN7oTBp2v3JCHTLeH1vaKOBCD%2B99MCcQ04hJH%2BwcIvAR9hVYyGrfS4QM0KH8oKdMiFgRolV2NyAmwdOkIb9Tj8AclFq13Qs8R5jv7ZaFLpO9exx3%2Fgpa83woanx7lP5ZREjq50EIfLQ%3D%3D%7Ctkp%3ABFBM7P-C2-Nl
card_grader/image_process/cropped/1_2000_POKEMON_GYM_CHALLENGE_12_MISTYS_GOLDUCK_HOLO_UNLIMITED_WOTC_PSA_6_EXMT.jpg,1,2000 POKEMON GYM CHALLENGE #12 MISTY'S GOLDUCK HOLO UNLIMITED WOTC PSA 6 EX-MT,https://www.ebay.com/itm/167482611165?_skw=psa+1+pokemon+card&epid=22043374875&hash=item26febdd5dd:g:nikAAOSwcuJoD9ln&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eAW%2BD0CdJXMaXJSCxIU0x5qZ0CkMugbW4s71eCgW63Sye4Eo%2BZrvrE2P02vatTBP1gctHskBxyf1bPOAM26rSCZ9XtplqTgxk%2BTwKpHfxX%2FLDrZNnkvwjSfhEGbcnvkmN%2FHU4YZXxWtGTTgK%2FdshW6TJkO9ZEu3ZQmDZN3%2FSXJxM7VdbOsWYICC7WvMDYcdQS2TDEbfg6czMUZzA8iUdBP%2Br0a2nuLHsMaat0VGneJkwfYTT956FLgBimcitYhHrV1w4OG6L23TWHupbgW2t34ebilVq7rWpacXuYq6KOV0g%3D%3D%7Ctkp%3ABFBM7P-C2-Nl
